year_idx,plot_id,plot_name,region_group,lai_total,cc_total,biomass_ag_t_ha,adult_density_ha,sapling_density_ha,sw_top_mean,sw_sub_mean,al_floor_mean,di_annual_mean,GDD_deciduous,GDD_evergreen,T_winter,trees_died,saplings_died,mortality_rate_pct,tree_age_max,tree_age_mean,sapling_age_max,sapling_age_mean,herb_biomass_kg,herb_lai_mean,saplings_established,trees_recruited,trees_stressed,saplings_stressed,f_env_tree_mean,f_env_sapling_mean
477,1,"SW2","LL",17.833,1.000,5978.773,2600.000,88.889,0.000,227.166,0.003,0.096,1169.031,1195.578,-2.887,2,1,0.847,261,115.829,21,17.125,65.316,0.424,0,0,64,3,0.173,0.116
477,2,"SW3","LL",7.416,1.000,2306.461,3766.667,1366.667,0.000,167.201,0.039,0.187,1124.632,1150.218,-2.924,9,16,2.586,290,80.263,43,8.374,33.405,0.217,10,0,86,77,0.202,0.099
478,0,"SW1","LL",27.076,1.000,8133.234,2811.111,0.000,49.391,320.000,0.000,0.000,1126.290,1169.782,-2.827,3,0,1.172,138,101.715,0,0.000,81.084,0.526,0,0,49,0,0.206,0.000
478,1,"SW2","LL",17.752,1.000,6081.243,2555.556,88.889,0.000,264.094,0.003,0.039,1131.066,1194.524,-2.687,5,0,2.128,262,116.474,22,15.625,65.315,0.424,1,1,35,1,0.252,0.184
478,2,"SW3","LL",7.583,1.000,2311.915,3688.889,1322.222,0.000,162.373,0.038,0.261,1133.363,1169.581,-3.190,7,9,2.065,291,81.172,44,9.412,33.405,0.217,5,0,77,90,0.202,0.075
479,0,"SW1","LL",25.000,1.000,8155.535,2766.667,0.000,53.754,320.000,0.000,0.000,1009.596,1024.410,-3.427,4,0,1.581,139,102.614,0,0.000,81.084,0.526,0,0,64,0,0.169,0.000
479,1,"SW2","LL",17.988,1.000,6192.589,2500.000,77.778,0.000,257.842,0.003,0.051,1131.735,1187.409,-2.820,5,1,2.174,263,117.840,23,16.143,65.309,0.424,0,0,30,1,0.258,0.141
479,2,"SW3","LL",7.473,1.000,2323.055,3555.556,622.222,0.000,129.194,0.037,0.368,1133.363,1169.581,-3.190,14,67,4.192,292,82.681,36,9.750,33.405,0.217,6,2,111,46,0.138,0.078
480,0,"SW1","LL",25.584,1.000,8262.256,2744.444,0.000,106.096,320.000,0.000,0.000,976.546,1005.862,-3.393,2,0,0.803,140,103.688,0,0.000,81.084,0.526,0,0,63,0,0.180,0.000
480,1,"SW2","LL",18.069,1.000,6224.836,2433.333,77.778,0.000,203.516,0.003,0.130,1084.782,1106.555,-4.587,6,0,2.667,264,119.059,24,17.143,65.300,0.424,0,0,40,4,0.191,0.088
480,2,"SW3","LL",7.356,1.000,2309.716,3422.222,411.111,0.000,117.309,0.037,0.408,1153.100,1180.918,-4.190,12,22,3.750,293,84.016,37,10.784,33.405,0.217,3,0,177,30,0.099,0.074
481,0,"SW1","LL",26.179,1.000,8365.119,2722.222,0.000,151.032,320.000,0.000,0.000,1070.260,1103.485,-3.993,2,0,0.810,141,104.722,0,0.000,81.084,0.526,0,0,53,0,0.203,0.000
481,1,"SW2","LL",19.905,1.000,6132.933,2311.111,66.667,0.000,182.189,0.002,0.202,1166.770,1216.700,-2.220,11,1,5.023,265,120.611,25,20.500,65.294,0.424,0,0,208,5,0.000,0.028
481,2,"SW3","LL",7.440,1.000,2295.230,3344.444,211.111,0.000,124.932,0.037,0.352,1161.045,1200.432,-3.090,7,22,2.273,294,84.661,34,6.684,33.405,0.217,4,0,98,9,0.146,0.100
482,0,"SW1","LL",26.623,1.000,8429.728,2688.889,0.000,158.299,320.000,0.000,0.000,1009.596,1024.410,-3.427,3,0,1.224,142,105.752,0,0.000,81.084,0.526,0,0,68,0,0.172,0.000
482,1,"SW2","LL",18.044,1.000,6202.161,2255.556,33.333,0.000,250.242,0.003,0.045,1101.339,1151.874,-2.720,5,3,2.404,266,121.877,25,22.667,65.294,0.424,0,0,40,0,0.231,0.121
482,2,"SW3","LL",7.669,1.000,2341.795,3311.111,255.556,0.000,159.727,0.038,0.232,1171.266,1231.685,-2.324,4,5,1.325,295,85.903,18,4.391,33.394,0.217,10,1,52,6,0.232,0.231
483,0,"SW1","LL",27.423,1.000,8422.102,2622.222,0.000,154.942,320.000,0.000,0.000,1099.881,1146.366,-3.193,6,0,2.479,143,106.758,0,0.000,81.084,0.526,0,0,55,0,0.203,0.000
483,1,"SW2","LL",18.302,1.000,6249.007,2222.222,33.333,0.000,219.025,0.003,0.087,1090.494,1118.968,-3.487,3,0,1.478,267,123.025,26,23.667,65.294,0.424,0,0,42,2,0.200,0.102
483,2,"SW3","LL",8.476,1.000,2360.163,3266.667,366.667,0.000,185.915,0.036,0.211,1236.843,1298.927,-1.824,4,3,1.342,296,87.020,19,3.788,33.388,0.217,13,0,49,9,0.240,0.254
484,0,"SW1","LL",27.082,1.000,8389.862,2566.667,0.000,136.858,320.000,0.000,0.000,1075.067,1111.126,-2.627,5,0,2.119,144,107.636,0,0.000,81.084,0.526,0,0,46,0,0.194,0.000
484,1,"SW2","LL",19.003,1.000,6179.050,2155.556,11.111,0.000,207.716,0.002,0.117,1169.031,1195.578,-2.887,7,1,3.483,268,123.670,26,26.000,65.294,0.424,0,1,79,1,0.135,0.048
484,2,"SW3","LL",8.076,1.000,2415.146,3177.778,477.778,0.000,215.765,0.037,0.160,1238.749,1273.723,-2.490,8,2,2.721,297,88.423,20,3.767,33.387,0.217,12,0,59,14,0.245,0.206
485,0,"SW1","LL",27.393,1.000,8416.083,2522.222,0.000,132.292,320.000,0.000,0.000,1021.154,1044.811,-3.860,4,0,1.732,145,108.718,0,0.000,81.084,0.526,0,0,58,0,0.179,0.000
485,1,"SW2","LL",18.715,1.000,6256.161,2133.333,22.222,0.000,247.372,0.002,0.090,1131.735,1187.409,-2.820,2,1,1.031,269,124.516,1,1.000,65.294,0.424,2,0,17,0,0.250,0.508
485,2,"SW3","LL",8.069,1.000,2457.406,3133.333,755.556,0.000,202.950,0.037,0.121,1251.469,1289.713,-2.624,4,4,1.399,298,89.255,21,3.221,33.385,0.217,29,0,49,17,0.280,0.289
486,0,"SW1","LL",27.891,1.000,8494.852,2511.111,0.000,120.599,320.000,0.000,0.000,1010.264,1025.769,-3.593,1,0,0.441,146,109.690,0,0.000,81.084,0.526,0,0,66,0,0.169,0.000
486,1,"SW2","LL",20.358,1.000,6305.450,2100.000,33.333,0.000,238.605,0.002,0.070,1166.770,1216.700,-2.220,3,0,1.562,270,125.513,2,1.667,65.294,0.424,1,0,17,2,0.245,0.201
486,2,"SW3","LL",7.724,1.000,2466.489,3033.333,811.111,0.000,173.492,0.036,0.219,1200.725,1275.044,-2.290,9,10,3.191,299,90.136,22,3.616,33.386,0.217,15,0,60,38,0.211,0.141
487,0,"SW1","LL",28.553,1.000,8600.881,2500.000,0.000,138.895,320.000,0.000,0.000,1079.024,1134.870,-3.793,1,0,0.442,147,110.698,0,0.000,81.084,0.526,0,0,60,0,0.192,0.000
487,1,"SW2","LL",19.032,1.000,6422.117,2100.000,33.333,0.000,239.451,0.002,0.072,1121.897,1151.970,-3.987,0,0,0.000,271,126.513,3,2.667,65.294,0.424,0,0,28,3,0.213,0.033
487,2,"SW3","LL",7.845,1.000,2470.506,2944.444,900.000,0.000,190.234,0.035,0.112,1129.514,1167.460,-2.824,8,11,2.930,300,90.713,23,3.802,33.382,0.217,19,0,29,32,0.263,0.200
488,0,"SW1","LL",28.939,1.000,8669.533,2477.778,0.000,89.457,320.000,0.000,0.000,1019.085,1037.563,-3.393,2,0,0.889,148,111.664,0,0.000,81.084,0.526,0,0,76,0,0.161,0.000
488,1,"SW2","LL",19.423,1.000,6530.313,2088.889,11.111,0.000,203.879,0.002,0.122,1091.407,1123.236,-3.487,1,2,0.529,272,127.601,3,3.000,65.294,0.424,0,0,29,1,0.215,0.026
488,2,"SW3","LL",7.886,1.000,2520.986,2922.222,722.222,0.000,163.373,0.035,0.216,1199.607,1231.657,-3.424,2,23,0.755,301,91.821,24,4.646,33.374,0.217,7,0,50,33,0.218,0.127
489,0,"SW1","LL",29.094,1.000,8636.093,2422.222,0.000,42.037,320.000,0.000,0.000,1084.222,1113.685,-3.527,5,0,2.242,149,112.734,0,0.000,81.084,0.526,0,0,67,0,0.178,0.000
489,1,"SW2","LL",21.194,1.000,6541.425,2055.556,0.000,0.000,196.934,0.001,0.155,1166.770,1216.700,-2.220,3,1,1.596,273,128.400,0,0.000,65.294,0.424,0,0,65,0,0.136,0.000
489,2,"SW3","LL",7.733,1.000,2538.840,2888.889,666.667,0.000,149.329,0.034,0.255,1129.514,1167.460,-2.824,3,9,1.141,302,92.754,25,5.583,33.372,0.217,4,0,72,42,0.172,0.096
490,0,"SW1","LL",29.308,1.000,8538.371,2355.556,0.000,20.158,315.889,0.000,0.000,1110.840,1146.142,-3.160,6,0,2.752,150,113.698,0,0.000,81.084,0.526,0,0,63,0,0.184,0.000
490,1,"SW2","LL",19.629,1.000,6604.662,2033.333,0.000,0.000,241.292,0.001,0.087,1060.229,1086.948,-3.487,2,0,1.081,274,129.410,0,0.000,65.294,0.424,0,0,47,0,0.185,0.000
490,2,"SW3","LL",8.193,1.000,2559.129,2822.222,477.778,0.000,154.565,0.034,0.243,1227.542,1276.637,-2.490,6,25,2.308,303,93.618,26,6.465,33.373,0.217,8,0,52,18,0.212,0.156
491,0,"SW1","LL",29.534,1.000,8615.794,2333.333,0.000,17.815,307.055,0.000,0.000,1105.569,1135.442,-3.660,2,0,0.943,151,114.633,0,0.000,81.084,0.526,0,0,59,0,0.177,0.000
491,1,"SW2","LL",20.026,1.000,6670.192,2000.000,0.000,0.000,210.956,0.001,0.134,1066.317,1094.530,-3.587,3,0,1.639,275,130.472,0,0.000,65.294,0.424,0,0,47,0,0.178,0.000
491,2,"SW3","LL",7.663,1.000,2531.443,2688.889,322.222,0.000,123.357,0.034,0.392,1133.363,1169.581,-3.190,12,15,4.724,304,95.591,27,8.069,33.373,0.217,1,0,147,20,0.087,0.066
492,0,"SW1","LL",29.660,1.000,8596.434,2288.889,0.000,6.991,301.013,0.000,0.071,1044.039,1068.018,-3.760,4,0,1.905,152,115.699,0,0.000,81.084,0.526,0,0,70,0,0.159,0.000
492,1,"SW2","LL",21.203,1.000,6769.985,2000.000,0.000,0.000,171.670,0.001,0.143,1158.172,1198.606,-2.887,0,0,0.000,276,131.472,0,0.000,65.294,0.424,0,0,56,0,0.162,0.000
492,2,"SW3","LL",7.720,1.000,2495.699,2588.889,355.556,0.000,148.048,0.034,0.314,1128.508,1162.260,-3.090,9,5,3.719,305,97.506,28,7.969,33.373,0.217,8,0,67,14,0.151,0.143
493,0,"SW1","LL",29.749,1.000,8570.257,2244.444,0.000,0.000,238.008,0.000,0.089,1021.154,1044.811,-3.860,4,0,1.942,138,116.421,0,0.000,81.084,0.526,0,0,83,0,0.138,0.000
493,1,"SW2","LL",20.316,1.000,6749.123,1955.556,0.000,0.000,185.788,0.001,0.050,1054.950,1073.681,-3.154,4,0,2.222,277,132.977,0,0.000,65.294,0.424,0,0,51,0,0.160,0.000
493,2,"SW3","LL",7.850,1.000,2500.942,2544.444,300.000,0.000,159.422,0.033,0.235,1199.607,1231.657,-3.424,5,10,2.137,306,98.266,29,7.852,33.374,0.217,6,1,40,6,0.210,0.191
494,0,"SW1","LL",30.190,1.000,8629.278,2211.111,0.000,0.000,234.558,0.000,0.040,1105.569,1135.442,-3.660,3,0,1.485,139,117.523,0,0.000,81.084,0.526,0,0,62,0,0.169,0.000
494,1,"SW2","LL",20.829,1.000,6839.690,1933.333,0.000,0.000,231.516,0.001,0.022,1122.386,1163.716,-2.354,2,0,1.136,278,134.155,0,0.000,65.294,0.424,0,0,26,0,0.220,0.000
494,2,"SW3","LL",7.934,1.000,2523.930,2511.111,388.889,0.000,152.594,0.033,0.309,1200.725,1275.044,-2.290,3,1,1.310,307,99.442,30,6.971,33.374,0.217,9,0,64,15,0.146,0.161
495,0,"SW1","LL",29.713,1.000,8428.805,2111.111,0.000,0.000,274.913,0.000,0.000,1010.264,1025.769,-3.593,9,0,4.523,140,118.495,0,0.000,81.084,0.526,0,0,74,0,0.145,0.000
495,1,"SW2","LL",21.228,1.000,6944.439,1922.222,0.000,0.000,264.060,0.001,0.040,1117.486,1155.608,-3.720,1,0,0.575,279,135.150,0,0.000,65.294,0.424,0,0,23,0,0.235,0.000
495,2,"SW3","LL",7.809,1.000,2551.516,2455.556,355.556,0.000,157.031,0.032,0.299,1133.363,1169.581,-3.190,5,7,2.212,308,101.136,31,6.938,33.374,0.217,4,0,55,14,0.166,0.141
496,0,"SW1","LL",29.784,1.000,8388.575,2066.667,0.000,0.000,268.662,0.000,0.072,1021.154,1044.811,-3.860,4,0,2.105,141,119.484,0,0.000,81.084,0.526,0,0,70,0,0.149,0.000
496,1,"SW2","LL",21.637,1.000,7035.283,1911.111,0.000,0.000,243.505,0.001,0.027,1056.260,1075.662,-3.320,1,0,0.578,280,136.163,0,0.000,65.294,0.424,0,0,33,0,0.204,0.000
496,2,"SW3","LL",7.819,1.000,2552.361,2377.778,322.222,0.000,154.270,0.032,0.318,1201.252,1267.400,-2.424,7,6,3.167,309,102.617,32,8.034,33.365,0.217,3,0,55,12,0.154,0.124
497,0,"SW1","LL",29.973,1.000,8379.138,2033.333,0.000,0.130,267.436,0.000,0.002,1075.067,1111.126,-2.627,3,0,1.613,142,120.443,0,0.000,81.084,0.526,0,0,56,0,0.164,0.000
497,1,"SW2","LL",22.013,1.000,7106.960,1888.889,0.000,0.000,268.920,0.001,0.002,1122.386,1163.716,-2.354,2,0,1.163,281,137.282,0,0.000,65.294,0.424,0,0,28,0,0.223,0.000
497,2,"SW3","LL",7.869,1.000,2570.486,2344.444,377.778,0.000,182.457,0.033,0.196,1142.167,1184.916,-3.157,3,7,1.402,310,103.735,33,7.235,33.366,0.217,12,0,42,4,0.217,0.286
498,0,"SW1","LL",30.065,1.000,8348.870,1988.889,0.000,15.017,312.636,0.000,0.052,1030.119,1060.466,-3.827,4,0,2.186,143,121.397,0,0.000,81.084,0.526,0,0,65,0,0.151,0.000
498,1,"SW2","LL",23.121,1.000,7200.630,1866.667,0.000,0.000,286.195,0.001,0.030,1169.031,1195.578,-2.887,2,0,1.176,282,138.810,0,0.000,65.294,0.424,0,0,29,0,0.222,0.000
498,2,"SW3","LL",8.135,1.000,2570.337,2244.444,466.667,0.000,189.960,0.032,0.152,1223.328,1265.512,-2.990,9,2,4.265,311,104.614,34,6.714,33.369,0.217,10,0,29,12,0.257,0.221
499,0,"SW1","LL",30.189,1.000,8332.610,1944.444,0.000,32.994,317.022,0.000,0.000,1014.230,1036.611,-3.760,4,0,2.235,144,122.383,0,0.000,81.084,0.526,0,0,73,0,0.144,0.000
499,1,"SW2","LL",22.755,1.000,7316.581,1866.667,0.000,0.603,285.611,0.001,0.146,1091.407,1123.236,-3.487,0,0,0.000,283,139.810,0,0.000,65.294,0.424,0,0,34,0,0.201,0.000
499,2,"SW3","LL",8.166,1.000,2595.884,2211.111,500.000,0.000,182.965,0.031,0.256,1237.726,1277.889,-2.890,3,2,1.485,312,105.945,35,6.489,33.372,0.217,5,0,43,22,0.182,0.112
500,0,"SW1","LL",30.524,1.000,8378.896,1922.222,0.000,18.509,314.171,0.000,0.019,1021.154,1044.811,-3.860,2,0,1.143,145,123.387,0,0.000,81.084,0.526,0,0,73,0,0.144,0.000
500,1,"SW2","LL",23.643,1.000,7364.805,1844.444,0.000,0.000,251.694,0.001,0.056,1169.031,1195.578,-2.887,2,0,1.190,284,140.892,0,0.000,65.294,0.424,0,0,40,0,0.191,0.000
500,2,"SW3","LL",7.922,1.000,2642.755,2188.889,466.667,0.000,184.371,0.032,0.207,1200.685,1242.915,-3.057,2,11,1.005,313,107.294,36,7.167,33.372,0.217,8,0,33,14,0.217,0.169
501,0,"SW1","LL",31.019,1.000,8468.435,1911.111,0.000,0.000,269.878,0.000,0.025,1084.222,1113.685,-3.527,1,0,0.578,146,124.360,0,0.000,81.084,0.526,0,0,68,0,0.154,0.000
501,1,"SW2","LL",23.226,1.000,7387.825,1822.222,0.000,0.000,244.825,0.001,0.078,1131.065,1165.352,-3.487,2,0,1.205,285,141.732,0,0.000,65.294,0.424,0,0,32,0,0.200,0.000
501,2,"SW3","LL",7.926,1.000,2659.230,2144.444,377.778,0.000,147.423,0.031,0.318,1200.685,1242.915,-3.057,4,10,2.030,314,108.389,37,8.824,33.365,0.216,2,0,47,20,0.155,0.094
502,0,"SW1","LL",30.738,1.000,8319.415,1844.444,0.000,15.695,280.223,0.000,0.000,976.546,1005.862,-3.393,6,0,3.488,147,125.367,0,0.000,81.084,0.526,0,0,79,0,0.129,0.000
502,1,"SW2","LL",23.653,1.000,7484.527,1822.222,0.000,0.890,242.137,0.001,0.035,1020.932,1055.034,-3.120,0,0,0.000,286,142.732,0,0.000,65.294,0.424,0,0,46,0,0.173,0.000
502,2,"SW3","LL",7.993,1.000,2673.744,2111.111,344.444,0.000,182.846,0.030,0.243,1087.609,1129.120,-2.724,3,6,1.554,315,109.153,38,9.968,33.364,0.216,3,0,43,14,0.175,0.116
503,0,"SW1","LL",30.862,1.000,8280.994,1788.889,0.000,26.766,318.577,0.000,0.000,1074.552,1100.083,-4.260,5,0,3.012,148,126.596,0,0.000,81.084,0.526,0,0,61,0,0.153,0.000
503,1,"SW2","LL",24.184,1.000,7600.232,1822.222,0.000,0.000,265.338,0.001,0.091,1121.897,1151.970,-3.987,0,0,0.000,287,143.732,0,0.000,65.294,0.424,0,0,35,0,0.205,0.000
503,2,"SW3","LL",8.058,1.000,2689.874,2088.889,377.778,0.000,204.645,0.030,0.139,1192.211,1229.354,-3.590,2,10,1.053,316,110.324,39,8.000,33.360,0.216,13,0,23,5,0.258,0.274
504,0,"SW1","LL",30.903,1.000,8227.719,1733.333,0.000,5.254,297.879,0.000,0.071,1044.039,1068.018,-3.760,5,0,3.106,149,127.833,0,0.000,81.084,0.526,0,0,62,0,0.145,0.000
504,1,"SW2","LL",24.243,1.000,7591.092,1800.000,0.000,0.000,208.767,0.001,0.115,1090.494,1118.968,-3.487,2,0,1.220,288,144.543,0,0.000,65.294,0.424,0,0,55,0,0.154,0.000
504,2,"SW3","LL",7.964,1.000,2713.191,2066.667,377.778,0.000,150.314,0.030,0.273,1159.037,1194.513,-3.090,3,3,1.587,317,111.220,40,7.706,33.361,0.216,4,1,45,23,0.171,0.092
505,0,"SW1","LL",30.785,1.000,8158.669,1688.889,0.000,0.000,226.862,0.000,0.106,1038.175,1056.183,-4.860,4,0,2.564,150,128.822,0,0.000,81.084,0.526,0,0,74,0,0.126,0.000
505,1,"SW2","LL",23.862,1.000,7459.495,1744.444,0.000,0.000,156.544,0.000,0.266,1084.782,1106.555,-4.587,5,0,3.086,289,145.605,0,0.000,65.294,0.424,0,0,142,0,0.052,0.000
505,2,"SW3","LL",7.870,1.000,2719.567,2044.444,311.111,0.000,121.365,0.029,0.403,1153.100,1180.918,-4.190,2,6,1.075,318,112.636,41,8.071,33.361,0.216,0,0,122,24,0.066,0.034
506,0,"SW1","LL",30.668,1.000,8088.231,1655.556,0.000,0.000,180.161,0.000,0.135,1082.799,1104.062,-4.093,3,0,1.974,151,129.785,0,0.000,81.084,0.526,0,0,83,0,0.112,0.000
506,1,"SW2","LL",22.769,1.000,7081.233,1633.333,0.000,0.000,140.350,0.000,0.228,1130.175,1155.518,-3.820,10,0,6.369,290,147.041,0,0.000,65.294,0.424,0,0,147,0,0.000,0.000
506,2,"SW3","LL",7.917,1.000,2693.679,1977.778,144.444,0.000,116.225,0.030,0.374,1199.607,1231.657,-3.424,6,16,3.261,319,113.062,25,11.000,33.361,0.216,1,0,117,8,0.087,0.088
507,0,"SW1","LL",30.282,1.000,7949.456,1600.000,0.000,0.000,178.154,0.000,0.150,1019.085,1037.563,-3.393,5,0,3.356,152,130.806,0,0.000,81.084,0.526,0,0,98,0,0.083,0.000
507,1,"SW2","LL",20.344,1.000,6336.098,1433.333,0.000,0.000,152.146,0.001,0.203,1064.768,1087.091,-3.120,18,0,12.245,291,147.581,0,0.000,65.294,0.424,0,0,129,0,0.000,0.000
507,2,"SW3","LL",7.968,1.000,2715.828,1955.556,100.000,0.000,127.128,0.030,0.345,1132.313,1160.851,-2.724,2,7,1.124,320,114.335,26,11.000,33.361,0.216,3,0,48,2,0.128,0.140
508,0,"SW1","LL",30.438,1.000,7942.628,1566.667,0.000,0.000,216.629,0.000,0.056,1105.569,1135.442,-3.660,3,0,2.083,153,131.738,0,0.000,81.084,0.526,0,0,48,0,0.152,0.000
508,1,"SW2","LL",21.005,1.000,6403.089,1422.222,33.333,0.000,188.668,0.003,0.115,1152.991,1187.700,-3.387,1,0,0.775,292,148.602,1,1.000,65.279,0.424,3,0,22,0,0.183,0.368
508,2,"SW3","LL",8.601,1.000,2733.804,1944.444,77.778,0.000,159.294,0.029,0.260,1223.328,1265.512,-2.990,1,2,0.568,321,114.674,22,11.286,33.358,0.216,0,0,30,3,0.199,0.128
509,0,"SW1","LL",30.727,1.000,7989.933,1555.556,0.000,0.000,237.921,0.000,0.072,1079.024,1134.870,-3.793,1,0,0.709,154,132.650,0,0.000,81.084,0.526,0,0,44,0,0.162,0.000
509,1,"SW2","LL",20.991,1.000,6402.147,1400.000,44.444,0.000,196.585,0.002,0.128,1126.438,1188.377,-3.520,2,0,1.562,293,149.587,2,1.750,65.265,0.423,1,0,12,1,0.223,0.232
509,2,"SW3","LL",8.679,1.000,2790.856,1944.444,188.889,0.000,160.401,0.029,0.228,1195.926,1268.024,-3.124,0,1,0.000,322,115.674,23,5.471,33.352,0.216,11,0,33,2,0.209,0.334
510,0,"SW1","LL",30.208,1.000,7800.222,1488.889,0.000,0.000,243.534,0.000,0.057,1014.204,1040.381,-3.493,6,0,4.286,155,133.858,0,0.000,81.084,0.526,0,0,54,0,0.140,0.000
510,1,"SW2","LL",21.217,1.000,6453.373,1388.889,44.444,0.000,187.422,0.002,0.132,1060.581,1091.366,-3.220,1,0,0.794,294,150.616,3,2.750,65.259,0.423,0,0,23,2,0.178,0.089
510,2,"SW3","LL",7.985,1.000,2800.388,1877.778,233.333,0.000,153.213,0.029,0.253,1129.514,1167.460,-2.824,6,2,3.429,323,117.000,24,5.143,33.347,0.216,6,0,36,9,0.171,0.176
511,0,"SW1","LL",30.513,1.000,7852.038,1477.778,0.000,0.929,289.716,0.000,0.000,1010.264,1025.769,-3.593,1,0,0.746,156,134.789,0,0.000,81.084,0.526,0,0,51,0,0.141,0.000
511,1,"SW2","LL",21.641,1.000,6545.945,1388.889,44.444,0.000,216.587,0.002,0.048,1056.260,1075.662,-3.320,0,1,0.000,295,151.616,4,3.000,65.255,0.423,1,0,20,1,0.193,0.194
511,2,"SW3","LL",8.222,1.000,2824.300,1844.444,355.556,0.000,177.080,0.029,0.170,1124.632,1150.218,-2.924,3,0,1.775,324,117.211,25,4.375,33.347,0.216,11,0,21,14,0.211,0.206
512,0,"SW1","LL",30.699,1.000,7866.025,1455.556,0.000,18.241,313.015,0.000,0.006,1014.230,1036.611,-3.760,2,0,1.504,157,135.832,0,0.000,81.084,0.526,0,0,52,0,0.142,0.000
512,1,"SW2","LL",21.842,1.000,6566.491,1366.667,33.333,0.000,238.080,0.002,0.118,1060.229,1086.948,-3.487,2,1,1.600,296,152.724,5,4.000,65.255,0.423,0,0,19,1,0.195,0.091
512,2,"SW3","LL",8.193,1.000,2825.375,1822.222,311.111,0.000,193.127,0.027,0.195,1128.508,1162.260,-3.090,2,11,1.205,325,117.921,26,4.893,33.340,0.216,7,0,23,13,0.211,0.141
513,0,"SW1","LL",30.160,1.000,7663.701,1377.778,0.000,68.678,320.000,0.000,0.000,1009.596,1024.410,-3.427,7,0,5.344,158,137.000,0,0.000,81.084,0.526,0,0,50,0,0.141,0.000
513,1,"SW2","LL",22.321,1.000,6666.515,1366.667,33.333,0.000,265.519,0.001,0.000,1054.950,1073.681,-3.154,0,0,0.000,297,153.724,6,5.000,65.255,0.423,0,0,17,1,0.206,0.092
513,2,"SW3","LL",8.310,1.000,2860.269,1811.111,400.000,0.000,201.050,0.027,0.066,1122.819,1148.639,-2.757,1,3,0.610,326,118.718,27,4.611,33.340,0.216,11,0,22,14,0.232,0.192
514,0,"SW1","LL",30.235,1.000,7646.502,1355.556,0.000,52.209,320.000,0.000,0.000,1021.154,1044.811,-3.860,2,0,1.613,159,138.131,0,0.000,81.084,0.526,0,0,49,0,0.149,0.000
514,1,"SW2","LL",22.607,1.000,6714.357,1355.556,33.333,0.000,225.979,0.001,0.162,1066.317,1094.530,-3.587,1,1,0.813,298,154.861,7,5.000,65.255,0.423,1,0,28,0,0.177,0.210
514,2,"SW3","LL",8.310,1.000,2879.486,1777.778,300.000,0.000,165.433,0.026,0.269,1133.363,1169.581,-3.190,3,10,1.840,327,119.575,28,6.037,33.340,0.216,1,0,38,20,0.170,0.062
515,0,"SW1","LL",30.700,1.000,7739.916,1355.556,0.000,51.987,317.269,0.000,0.000,1054.777,1099.414,-2.993,0,0,0.000,160,139.131,0,0.000,81.084,0.526,0,0,42,0,0.160,0.000
515,1,"SW2","LL",23.085,1.000,6806.186,1355.556,33.333,0.000,209.683,0.001,0.122,1101.339,1151.874,-2.720,0,0,0.000,299,155.861,8,6.000,65.255,0.423,0,0,28,0,0.184,0.109
515,2,"SW3","LL",8.473,1.000,2868.598,1733.333,322.222,0.000,164.402,0.026,0.225,1171.266,1231.685,-2.324,4,4,2.500,328,120.513,29,6.207,33.334,0.216,6,0,29,14,0.193,0.145
516,0,"SW1","LL",30.779,1.000,7669.594,1311.111,0.000,60.177,320.000,0.000,0.000,1099.881,1146.366,-3.193,4,0,3.279,161,140.347,0,0.000,81.084,0.526,0,0,37,0,0.169,0.000
516,1,"SW2","LL",24.175,1.000,6873.307,1344.444,33.333,0.000,201.702,0.001,0.126,1147.495,1199.635,-2.920,1,0,0.820,300,156.901,9,7.000,65.255,0.423,0,0,18,2,0.205,0.092
516,2,"SW3","LL",9.919,1.000,2934.362,1711.111,211.111,0.000,159.373,0.026,0.248,1217.293,1278.535,-2.524,2,12,1.282,329,121.903,30,8.053,33.327,0.216,2,0,29,8,0.196,0.102
517,0,"SW1","LL",30.710,1.000,7666.773,1288.889,0.000,44.770,319.583,0.000,0.000,1070.260,1103.485,-3.993,2,0,1.695,162,141.526,0,0.000,81.084,0.526,0,0,36,0,0.160,0.000
517,1,"SW2","LL",23.477,1.000,6875.110,1322.222,33.333,0.000,180.374,0.001,0.097,1117.486,1155.608,-3.720,2,0,1.653,301,157.765,10,8.000,65.255,0.423,0,0,31,3,0.149,0.063
517,2,"SW3","LL",8.431,1.000,2960.648,1666.667,266.667,0.000,144.959,0.028,0.266,1186.869,1232.809,-3.324,4,1,2.597,330,123.647,31,7.250,33.321,0.216,6,0,44,9,0.155,0.150
518,0,"SW1","LL",30.985,1.000,7710.088,1277.778,0.000,33.171,317.845,0.000,0.000,1044.565,1071.677,-3.760,1,0,0.862,163,142.496,0,0.000,81.084,0.526,0,0,41,0,0.153,0.000
518,1,"SW2","LL",23.721,1.000,6912.692,1311.111,11.111,0.000,174.573,0.001,0.205,1091.407,1123.236,-3.487,1,2,0.840,302,158.737,5,5.000,65.255,0.423,0,0,34,1,0.148,0.055
518,2,"SW3","LL",8.185,1.000,2960.198,1600.000,244.444,0.000,141.473,0.028,0.300,1161.045,1200.432,-3.090,6,6,4.000,331,125.826,32,8.136,33.321,0.216,4,0,35,12,0.153,0.128
519,0,"SW1","LL",31.711,1.000,7779.138,1266.667,0.000,10.747,312.374,0.000,0.053,1103.392,1155.559,-3.293,1,0,0.870,164,143.491,0,0.000,81.084,0.526,0,0,35,0,0.169,0.000
