year_idx,plot_id,plot_name,species_id,adult_count,sapling_count,lai,cc,biomass_sum_kg,mean_dbh_cm,mean_height_m,recruitment_success,saplings_established,trees_died,saplings_died,tree_age_max,tree_age_mean,sapling_age_max,sapling_age_mean,trees_stressed,saplings_stressed,f_env_tree_mean,f_env_sapling_mean
65,1,"SW2",1,331,0,11.425,14.273,290413.886,46.033,24.724,0,0,6,0,65,62.755,0,0.000,18,0,0.346,0.000
65,1,"SW2",2,1,0,0.013,0.058,623.212,39.569,22.179,0,0,0,0,65,65.000,0,0.000,0,0,0.108,0.000
65,2,"SW3",1,13,340,1.000,0.256,2504.435,23.042,15.606,0,130,0,4,64,58.923,2,1.626,1,7,0.487,0.495
65,2,"SW3",2,11,325,0.132,0.098,176.958,5.383,4.223,2,51,0,2,45,25.727,22,4.640,1,10,0.497,0.425
65,2,"SW3",3,2,358,0.273,0.055,195.490,16.077,10.966,0,59,0,9,59,56.500,14,2.866,0,15,0.352,0.442
65,2,"SW3",4,83,343,0.418,0.677,1481.661,7.286,4.847,4,41,0,4,61,25.349,20,4.729,2,10,0.498,0.437
65,2,"SW3",5,7,507,1.115,0.509,6808.774,49.628,14.873,0,38,0,10,65,59.571,15,4.888,0,15,0.645,0.563
66,0,"SW1",1,457,0,11.333,21.704,480512.714,50.119,25.692,0,0,5,0,66,63.761,0,0.000,17,0,0.304,0.000
66,1,"SW2",1,328,0,10.995,14.531,301899.314,47.132,24.750,0,0,3,0,66,63.765,0,0.000,18,0,0.332,0.000
66,1,"SW2",2,1,0,0.013,0.058,628.763,39.742,22.179,0,0,0,0,66,66.000,0,0.000,1,0,0.077,0.000
66,2,"SW3",1,13,388,1.111,0.269,2752.305,24.059,15.868,0,52,0,4,65,59.923,3,2.412,1,13,0.427,0.392
66,2,"SW3",2,11,344,0.151,0.108,202.128,5.969,4.864,0,21,0,2,46,26.727,23,5.366,1,27,0.333,0.339
66,2,"SW3",3,2,375,0.116,0.057,207.684,16.514,11.073,0,28,0,11,60,57.500,15,3.624,0,25,0.254,0.362
66,2,"SW3",4,89,347,0.463,0.744,1690.036,7.485,4.926,7,12,1,1,62,25.663,21,5.340,5,35,0.467,0.358
66,2,"SW3",5,7,505,1.146,0.528,7250.062,51.218,15.047,0,5,0,7,66,60.571,16,5.816,0,39,0.591,0.467
67,0,"SW1",1,453,0,13.122,22.054,499694.105,51.216,25.884,0,0,4,0,67,64.775,0,0.000,13,0,0.337,0.000
67,1,"SW2",1,327,0,13.792,14.933,320236.868,48.399,25.075,0,0,1,0,67,64.777,0,0.000,14,0,0.404,0.000
67,1,"SW2",2,1,0,0.035,0.058,645.783,39.941,23.653,0,0,0,0,67,67.000,0,0.000,1,0,0.089,0.000
67,2,"SW3",1,13,403,1.233,0.283,3027.923,25.174,16.182,0,27,0,12,66,60.923,4,3.256,0,18,0.469,0.374
67,2,"SW3",2,15,338,0.176,0.131,241.629,5.259,4.012,5,9,1,10,47,25.200,24,6.047,2,34,0.567,0.307
67,2,"SW3",3,2,372,0.198,0.062,230.108,17.366,11.073,0,16,0,19,61,58.500,16,4.495,0,31,0.500,0.361
67,2,"SW3",4,92,340,0.522,0.811,1955.326,7.928,5.168,4,10,1,13,63,26.120,22,6.056,3,43,0.467,0.334
67,2,"SW3",5,18,480,1.284,0.579,7795.183,22.398,6.826,11,6,0,20,67,34.333,17,6.481,0,50,0.847,0.414
68,0,"SW1",1,449,0,17.761,22.435,526304.282,52.394,26.566,0,0,4,0,68,65.791,0,0.000,14,0,0.339,0.000
68,1,"SW2",1,320,0,13.076,15.171,338446.611,50.025,25.847,0,0,7,0,68,65.850,0,0.000,18,0,0.362,0.000
68,1,"SW2",2,1,0,0.017,0.058,654.181,40.196,23.653,0,0,0,0,68,68.000,0,0.000,0,0,0.119,0.000
68,2,"SW3",1,13,408,1.319,0.294,3255.790,26.033,16.472,0,16,0,11,67,61.923,5,4.123,0,50,0.349,0.256
68,2,"SW3",2,17,316,0.200,0.149,276.184,5.289,4.266,3,1,1,20,48,24.765,22,6.522,1,56,0.426,0.223
68,2,"SW3",3,2,368,0.225,0.065,248.281,18.028,11.073,0,13,0,17,62,59.500,17,5.345,0,51,0.374,0.314
68,2,"SW3",4,95,314,0.560,0.873,2226.360,8.298,5.423,3,5,0,28,64,26.737,23,6.796,4,50,0.405,0.280
68,2,"SW3",5,22,458,1.434,0.620,8357.096,19.839,6.880,4,11,0,29,68,32.136,18,7.124,0,72,0.625,0.318
69,0,"SW1",1,445,0,20.917,22.638,550299.237,53.224,27.766,0,0,4,0,69,66.809,0,0.000,119,0,0.211,0.000
69,1,"SW2",1,318,0,12.753,15.493,356674.238,51.232,26.388,0,0,2,0,69,66.862,0,0.000,20,0,0.354,0.000
69,1,"SW2",2,1,0,0.018,0.059,658.539,40.327,23.653,0,0,0,0,69,69.000,0,0.000,1,0,0.061,0.000
69,2,"SW3",1,12,395,1.123,0.264,2876.347,25.448,16.224,0,0,1,13,68,62.583,6,5.122,12,395,0.000,0.000
69,2,"SW3",2,18,301,0.216,0.162,297.146,5.417,4.540,1,4,0,18,49,25.389,19,7.086,2,150,0.247,0.130
69,2,"SW3",3,2,354,0.226,0.068,261.938,18.501,11.073,0,11,0,25,63,60.500,18,6.209,0,67,0.257,0.226
69,2,"SW3",4,98,299,0.602,0.922,2434.993,8.513,5.574,3,9,0,21,65,27.398,24,7.375,10,82,0.304,0.190
69,2,"SW3",5,22,431,1.377,0.643,8789.161,20.586,7.402,0,4,0,31,69,33.136,19,8.000,1,192,0.407,0.187
70,0,"SW1",1,441,0,12.859,22.786,560532.171,53.953,27.792,0,0,4,0,70,67.832,0,0.000,150,0,0.186,0.000
70,1,"SW2",1,314,0,12.560,15.707,371882.502,52.432,26.814,0,0,4,0,70,67.901,0,0.000,25,0,0.335,0.000
70,1,"SW2",2,1,0,0.033,0.059,666.227,40.327,24.747,0,0,0,0,70,70.000,0,0.000,1,0,0.000,0.000
70,2,"SW3",1,8,350,0.726,0.171,1839.503,24.800,16.166,0,0,4,45,69,63.375,7,6.137,8,350,0.000,0.000
70,2,"SW3",2,18,270,0.233,0.171,319.730,5.760,4.774,0,8,0,39,50,26.389,20,7.952,2,138,0.214,0.135
70,2,"SW3",3,2,321,0.222,0.070,275.247,18.963,11.073,0,7,0,40,64,61.500,19,7.075,0,58,0.250,0.214
70,2,"SW3",4,100,267,0.634,0.961,2628.705,8.720,5.686,3,5,1,34,66,28.000,22,8.056,14,119,0.268,0.158
70,2,"SW3",5,24,389,1.464,0.669,9108.646,19.736,7.045,2,12,0,52,70,32.958,20,8.663,0,197,0.427,0.160
71,0,"SW1",1,438,0,19.555,23.073,583144.482,54.872,28.424,0,0,3,0,71,68.842,0,0.000,101,0,0.269,0.000
71,1,"SW2",1,308,0,12.263,15.738,380769.860,53.428,27.245,0,0,6,0,71,68.938,0,0.000,40,0,0.199,0.000
71,1,"SW2",2,1,0,0.019,0.059,666.451,40.334,24.747,0,0,0,0,71,71.000,0,0.000,1,0,0.003,0.000
71,2,"SW3",1,5,0,0.355,0.085,776.718,20.202,14.736,0,0,3,350,67,61.400,0,0.000,5,0,0.000,0.000
71,2,"SW3",2,19,187,0.253,0.185,349.971,5.888,4.814,1,15,0,97,51,26.947,21,8.118,4,45,0.248,0.181
71,2,"SW3",3,2,307,0.272,0.073,290.391,19.465,11.073,0,21,0,35,65,62.500,20,7.713,0,38,0.264,0.240
71,2,"SW3",4,107,233,0.664,1.018,2838.846,8.637,5.609,7,16,0,43,67,28.056,23,8.369,12,82,0.308,0.179
71,2,"SW3",5,24,285,1.570,0.693,9475.966,20.438,7.429,0,35,0,139,71,33.958,21,8.558,0,78,0.379,0.248
72,0,"SW1",1,433,0,15.550,23.244,597698.403,55.785,28.594,0,0,5,0,72,69.861,0,0.000,117,0,0.236,0.000
72,1,"SW2",1,304,0,10.988,15.935,392876.571,54.641,27.316,0,0,4,0,72,69.987,0,0.000,23,0,0.296,0.000
72,1,"SW2",2,1,0,0.019,0.059,666.451,40.334,24.747,0,0,0,0,72,72.000,0,0.000,1,0,0.000,0.000
72,2,"SW3",1,5,86,0.365,0.087,811.775,20.654,14.826,0,88,0,2,68,62.400,1,1.000,1,0,0.197,0.270
72,2,"SW3",2,20,212,0.283,0.202,401.376,6.127,5.056,1,52,0,26,52,27.650,22,7.038,2,18,0.304,0.291
72,2,"SW3",3,2,341,0.280,0.076,308.116,20.036,11.073,0,66,0,32,66,63.500,21,7.314,0,15,0.294,0.329
72,2,"SW3",4,114,195,0.709,1.084,3120.748,8.642,5.593,8,36,1,66,68,27.956,24,7.508,14,13,0.363,0.290
72,2,"SW3",5,25,310,1.658,0.726,9910.775,20.613,7.426,1,86,0,60,72,34.440,22,7.035,0,29,0.513,0.393
73,0,"SW1",1,427,0,15.080,23.359,609707.790,56.713,28.612,0,0,6,0,73,70.876,0,0.000,82,0,0.246,0.000
73,1,"SW2",1,304,0,12.480,16.290,410413.558,55.699,27.498,0,0,0,0,73,70.987,0,0.000,14,0,0.352,0.000
73,1,"SW2",2,0,0,0.000,0.000,0.000,0.000,0.000,0,0,1,0,0,0.000,0,0.000,0,0,0.000,0.000
73,2,"SW3",1,5,233,0.385,0.091,878.718,21.480,15.012,0,147,0,0,69,63.400,2,1.369,0,29,0.362,0.371
73,2,"SW3",2,21,265,0.323,0.223,459.553,6.460,5.329,1,66,0,12,53,28.333,23,6.181,1,36,0.364,0.341
73,2,"SW3",3,2,376,0.598,0.081,337.804,20.790,11.362,0,46,0,11,67,64.500,22,7.396,0,20,0.386,0.383
73,2,"SW3",4,139,221,0.767,1.210,3519.238,7.888,5.112,26,62,1,10,69,25.626,25,6.068,11,32,0.492,0.326
73,2,"SW3",5,27,350,1.808,0.771,10619.399,20.325,7.454,2,63,0,21,73,34.519,23,6.563,0,78,0.610,0.393
74,0,"SW1",1,420,0,15.818,23.450,621793.037,57.737,28.633,0,0,7,0,74,71.907,0,0.000,87,0,0.248,0.000
74,1,"SW2",1,302,0,11.742,16.622,429216.263,57.016,27.731,0,0,2,0,74,72.020,0,0.000,19,0,0.378,0.000
74,2,"SW3",1,5,321,0.404,0.096,969.170,22.468,15.393,0,90,0,2,70,64.400,3,1.984,0,89,0.416,0.315
74,2,"SW3",2,21,279,0.365,0.241,534.922,7.031,5.881,0,22,0,8,54,29.333,24,6.728,2,70,0.335,0.279
74,2,"SW3",3,2,389,1.149,0.083,381.274,21.220,12.908,0,28,0,15,68,65.500,23,7.933,1,38,0.226,0.383
74,2,"SW3",4,150,218,0.821,1.328,3973.411,8.026,5.247,14,18,3,7,70,25.187,26,6.298,13,75,0.479,0.231
74,2,"SW3",5,28,361,1.873,0.818,11374.191,20.806,7.792,1,29,0,17,74,34.964,24,7.022,0,121,0.616,0.342
75,0,"SW1",1,408,0,20.057,23.407,636675.262,59.134,29.001,0,0,12,0,75,72.961,0,0.000,83,0,0.275,0.000
75,1,"SW2",1,298,0,11.196,16.875,445557.675,58.455,27.789,0,0,4,0,75,73.060,0,0.000,8,0,0.373,0.000
75,2,"SW3",1,5,341,0.426,0.100,1048.835,23.318,15.613,0,50,0,30,71,65.400,4,2.613,1,115,0.351,0.224
75,2,"SW3",2,24,257,0.389,0.268,611.115,6.826,5.652,3,10,0,29,55,28.917,25,7.724,4,70,0.373,0.226
75,2,"SW3",3,2,382,0.278,0.085,400.913,21.596,13.362,0,12,0,19,69,66.500,24,8.678,1,50,0.194,0.323
75,2,"SW3",4,162,187,0.863,1.437,4422.110,8.045,5.303,13,8,1,26,71,25.142,27,6.647,22,77,0.427,0.187
75,2,"SW3",5,28,307,1.938,0.859,12020.402,21.827,8.199,0,13,0,67,75,35.964,25,8.163,0,95,0.543,0.304
76,0,"SW1",1,397,0,17.589,23.345,646252.886,60.436,29.052,0,0,11,0,76,74.013,0,0.000,82,0,0.237,0.000
76,1,"SW2",1,298,0,11.366,17.233,462967.684,59.533,27.790,0,0,0,0,76,74.060,0,0.000,9,0,0.347,0.000
76,2,"SW3",1,5,290,0.409,0.101,1060.591,23.415,15.753,0,12,0,63,72,66.400,5,3.414,5,290,0.038,0.025
76,2,"SW3",2,30,236,0.416,0.303,672.907,6.157,5.133,6,25,0,40,56,26.933,26,8.318,6,73,0.364,0.180
76,2,"SW3",3,2,370,0.356,0.088,421.275,22.125,13.362,0,13,0,25,70,67.500,25,9.511,0,71,0.297,0.242
76,2,"SW3",4,164,156,0.886,1.503,4747.119,8.333,5.531,3,25,1,53,72,25.878,27,6.801,25,54,0.278,0.177
76,2,"SW3",5,36,266,1.967,0.912,12470.300,18.231,6.902,8,26,0,59,76,32.333,26,8.553,0,77,0.529,0.234
77,0,"SW1",1,384,0,18.263,23.155,652741.532,61.786,29.089,0,0,13,0,77,75.057,0,0.000,73,0,0.252,0.000
77,1,"SW2",1,297,0,11.279,17.529,478966.377,60.597,27.793,0,0,1,0,77,75.067,0,0.000,14,0,0.334,0.000
77,2,"SW3",1,5,313,0.443,0.105,1148.554,24.317,15.878,0,73,0,50,73,67.400,6,3.639,1,30,0.358,0.299
77,2,"SW3",2,43,222,0.476,0.374,763.718,5.244,4.260,14,31,1,31,57,23.581,23,8.122,3,54,0.534,0.213
77,2,"SW3",3,2,342,0.518,0.092,447.828,22.688,13.630,0,11,0,39,71,68.500,26,10.281,0,37,0.309,0.303
77,2,"SW3",4,168,157,0.964,1.602,5222.079,8.701,5.662,5,34,1,28,73,26.601,17,5.803,17,33,0.385,0.265
77,2,"SW3",5,54,253,2.102,1.018,13128.252,13.891,5.447,18,50,0,45,77,27.463,26,7.249,0,54,0.714,0.318
78,0,"SW1",1,383,0,19.899,23.456,670623.280,62.627,29.162,0,0,1,0,78,76.060,0,0.000,81,0,0.259,0.000
78,1,"SW2",1,293,0,12.356,17.650,491265.002,61.687,27.940,0,0,4,0,78,76.065,0,0.000,14,0,0.312,0.000
78,2,"SW3",1,5,313,0.436,0.109,1234.193,25.050,16.230,0,30,0,30,74,68.400,7,4.300,1,84,0.282,0.187
78,2,"SW3",2,51,199,0.534,0.443,851.648,5.219,4.471,8,21,0,36,58,23.333,24,7.402,6,68,0.431,0.176
78,2,"SW3",3,19,305,1.588,0.154,512.301,6.114,2.816,17,17,0,37,72,22.000,26,10.423,1,19,0.919,0.309
78,2,"SW3",4,169,160,0.975,1.684,5803.213,9.124,5.933,3,22,2,16,74,27.414,18,5.656,22,54,0.342,0.200
78,2,"SW3",5,61,254,2.299,1.110,14003.809,13.541,5.784,7,38,0,30,78,27.000,27,6.870,1,116,0.593,0.223
79,0,"SW1",1,380,0,20.115,23.639,684170.146,63.488,29.171,0,0,3,0,79,77.079,0,0.000,98,0,0.219,0.000
79,1,"SW2",1,293,0,12.460,18.044,513220.545,62.884,28.123,0,0,0,0,79,77.065,0,0.000,12,0,0.371,0.000
79,2,"SW3",1,3,309,0.297,0.074,850.900,28.172,17.263,0,0,2,4,75,70.333,8,5.275,3,309,0.000,0.000
79,2,"SW3",2,53,186,0.554,0.478,903.796,5.425,4.804,2,12,0,23,59,24.075,25,8.220,11,115,0.237,0.097
79,2,"SW3",3,65,261,2.072,0.318,578.921,4.715,3.044,46,10,0,8,73,18.400,27,10.310,18,67,0.712,0.177
79,2,"SW3",4,169,163,0.981,1.735,6200.827,9.428,6.129,2,22,2,17,75,28.278,19,5.988,40,77,0.229,0.141
79,2,"SW3",5,67,244,2.167,1.178,14489.453,13.179,5.798,6,20,0,24,79,27.030,28,7.348,3,143,0.436,0.128
80,0,"SW1",1,376,0,20.902,23.747,696055.080,64.329,29.179,0,0,4,0,80,78.090,0,0.000,87,0,0.243,0.000
80,1,"SW2",1,291,0,12.122,18.364,533454.533,64.241,28.260,0,0,2,0,80,78.086,0,0.000,14,0,0.360,0.000
80,2,"SW3",1,3,225,0.298,0.074,852.964,28.172,17.377,0,0,0,84,76,71.333,9,6.733,3,225,0.000,0.000
80,2,"SW3",2,54,165,0.575,0.505,952.232,5.632,4.955,2,18,1,37,60,24.611,26,8.661,12,90,0.208,0.110
80,2,"SW3",3,78,244,1.103,0.374,592.397,4.700,5.493,13,15,0,19,74,18.936,25,10.254,46,79,0.242,0.159
80,2,"SW3",4,167,154,0.972,1.776,6614.312,9.799,6.256,2,20,4,27,76,29.036,19,6.156,26,62,0.245,0.158
80,2,"SW3",5,68,198,2.261,1.235,15021.914,13.627,6.099,1,26,0,71,80,27.868,20,6.990,1,85,0.370,0.163
81,0,"SW1",1,371,0,26.384,23.815,712755.018,65.245,29.641,0,0,5,0,81,79.092,0,0.000,93,0,0.251,0.000
81,1,"SW2",1,290,0,13.049,18.672,552935.463,65.378,28.442,0,0,1,0,81,79.083,0,0.000,15,0,0.315,0.000
81,2,"SW3",1,3,0,0.294,0.074,853.793,28.172,17.427,0,0,0,225,77,72.333,0,0.000,3,0,0.000,0.000
81,2,"SW3",2,56,123,0.601,0.537,1020.205,5.788,5.092,2,23,0,63,61,25.357,23,6.553,13,51,0.216,0.137
81,2,"SW3",3,83,210,1.266,0.415,617.255,4.869,5.985,5,24,0,53,75,19.795,21,9.505,13,50,0.286,0.172
81,2,"SW3",4,169,134,0.949,1.837,7035.063,10.034,6.392,2,24,0,42,77,29.846,20,5.567,35,51,0.223,0.159
81,2,"SW3",5,70,169,2.396,1.292,15645.563,13.873,6.268,2,29,0,56,81,28.600,21,5.970,2,65,0.360,0.177
82,0,"SW1",1,370,0,23.537,24.074,729592.943,66.018,29.741,0,0,1,0,82,80.095,0,0.000,86,0,0.231,0.000
82,1,"SW2",1,288,0,11.637,18.888,567580.015,66.436,28.445,0,0,2,0,82,80.094,0,0.000,17,0,0.276,0.000
82,2,"SW3",1,3,57,0.304,0.075,882.317,28.593,17.611,0,57,0,0,78,73.333,1,1.000,0,0,0.164,0.197
82,2,"SW3",2,59,134,0.672,0.583,1137.111,5.979,5.257,4,33,1,18,62,25.729,24,5.425,9,42,0.312,0.201
82,2,"SW3",3,87,211,1.376,0.466,731.631,5.128,6.036,4,31,0,26,76,20.678,22,9.062,5,51,0.347,0.209
82,2,"SW3",4,170,144,0.992,1.905,7588.255,10.380,6.516,4,32,3,18,78,30.529,21,5.028,26,51,0.301,0.204
82,2,"SW3",5,70,174,2.501,1.360,16465.145,14.585,6.726,0,33,0,28,82,29.600,22,5.672,2,75,0.415,0.212
83,0,"SW1",1,366,0,23.450,24.222,743534.682,67.011,29.750,0,0,4,0,83,81.112,0,0.000,52,0,0.253,0.000
83,1,"SW2",1,287,0,12.615,19.153,584004.925,67.457,28.521,0,0,1,0,83,81.098,0,0.000,19,0,0.270,0.000
83,2,"SW3",1,3,80,0.309,0.077,923.255,29.176,17.824,0,23,0,0,79,74.333,2,1.712,0,36,0.225,0.132
83,2,"SW3",2,57,133,0.698,0.598,1219.026,6.372,5.722,0,14,2,15,63,26.333,25,6.083,12,66,0.224,0.132
83,2,"SW3",3,92,200,1.393,0.521,924.148,5.347,5.987,5,14,0,20,77,21.587,23,9.415,4,70,0.313,0.172
83,2,"SW3",4,169,135,0.972,1.972,8189.185,10.844,6.753,1,16,2,24,79,31.420,22,5.504,24,49,0.288,0.166
83,2,"SW3",5,71,157,2.521,1.430,17207.477,15.110,7.057,1,17,0,33,83,30.479,23,5.764,2,83,0.421,0.163
84,0,"SW1",1,364,0,24.277,24.424,757797.466,67.824,29.753,0,0,2,0,84,82.124,0,0.000,80,0,0.222,0.000
84,1,"SW2",1,286,0,12.205,19.214,588850.651,67.854,28.559,0,0,1,0,84,82.098,0,0.000,196,0,0.083,0.000
84,2,"SW3",1,3,104,0.324,0.078,957.730,29.642,17.996,0,25,0,1,80,75.333,3,2.298,0,64,0.179,0.096
84,2,"SW3",2,58,116,0.743,0.632,1348.832,6.636,5.937,1,14,0,30,64,27.224,26,6.207,13,53,0.233,0.138
84,2,"SW3",3,94,175,1.429,0.566,1114.675,5.594,6.155,2,17,0,40,78,22.574,24,9.600,6,56,0.275,0.162
84,2,"SW3",4,170,121,0.978,2.031,8775.846,11.133,6.914,3,10,2,21,80,32.094,23,6.066,32,58,0.264,0.128
84,2,"SW3",5,72,127,2.572,1.494,17883.147,15.551,7.288,1,14,0,43,84,31.333,24,6.362,5,68,0.367,0.150
85,0,"SW1",1,360,0,25.158,24.574,772186.553,68.852,29.762,0,0,4,0,85,83.144,0,0.000,80,0,0.241,0.000
85,1,"SW2",1,284,0,14.043,19.439,605651.470,68.972,28.697,0,0,2,0,85,83.106,0,0.000,7,0,0.271,0.000
85,2,"SW3",1,3,94,0.322,0.080,996.199,30.135,18.275,0,24,0,34,81,76.333,4,2.468,0,56,0.188,0.113
85,2,"SW3",2,58,93,0.773,0.664,1491.180,6.992,6.318,0,12,0,35,65,28.224,27,6.903,13,36,0.223,0.159
85,2,"SW3",3,96,150,1.583,0.620,1252.196,5.879,6.180,2,11,0,34,79,23.552,25,10.153,5,48,0.293,0.163
85,2,"SW3",4,172,99,0.976,2.107,9495.847,11.448,7.051,3,10,1,29,81,32.814,24,6.535,31,45,0.285,0.142
85,2,"SW3",5,71,93,2.729,1.557,18834.560,16.380,7.662,0,5,1,39,85,32.296,23,6.968,4,45,0.392,0.150
86,0,"SW1",1,355,0,25.816,24.566,780447.678,69.678,29.765,0,0,5,0,86,84.146,0,0.000,86,0,0.232,0.000
86,1,"SW2",1,282,0,16.028,19.450,613180.142,69.436,29.046,0,0,2,0,86,84.110,0,0.000,180,0,0.085,0.000
86,2,"SW3",1,3,89,0.339,0.082,1041.635,30.737,18.419,0,21,0,26,82,77.333,5,2.708,0,41,0.231,0.132
86,2,"SW3",2,58,81,0.807,0.690,1610.896,7.287,6.492,2,8,2,18,66,29.207,23,6.963,16,37,0.229,0.133
86,2,"SW3",3,96,131,1.682,0.666,1377.483,6.176,6.336,1,10,1,28,80,24.542,24,10.084,7,50,0.269,0.161
86,2,"SW3",4,165,77,0.940,2.132,10199.517,12.133,7.335,1,8,8,29,82,33.467,25,7.104,30,33,0.278,0.148
86,2,"SW3",5,70,81,2.594,1.618,19615.449,17.201,7.952,0,17,1,29,86,33.314,17,6.704,4,29,0.376,0.229
87,0,"SW1",1,346,0,27.480,24.314,783219.961,70.621,29.879,0,0,9,0,87,85.162,0,0.000,82,0,0.239,0.000
87,1,"SW2",1,281,0,18.494,19.704,635032.312,70.448,29.580,0,0,1,0,87,85.125,0,0.000,33,0,0.263,0.000
87,2,"SW3",1,3,68,0.335,0.082,1045.011,30.737,18.565,0,0,0,21,83,78.333,6,3.559,3,68,0.000,0.000
87,2,"SW3",2,55,61,0.787,0.672,1647.736,7.514,6.718,0,0,3,20,67,29.418,24,8.377,26,55,0.108,0.058
87,2,"SW3",3,96,111,1.542,0.698,1489.185,6.382,6.538,0,3,0,23,81,25.542,25,11.342,14,67,0.167,0.104
87,2,"SW3",4,162,56,0.908,2.139,10643.918,12.434,7.410,2,0,5,19,83,34.000,26,8.661,41,39,0.215,0.084
87,2,"SW3",5,70,76,2.641,1.672,20255.633,17.739,8.114,0,10,0,15,87,34.314,17,6.763,6,39,0.303,0.147
88,0,"SW1",1,346,0,28.577,24.612,802504.087,71.373,30.009,0,0,0,0,88,86.162,0,0.000,65,0,0.229,0.000
88,1,"SW2",1,278,0,15.260,19.739,642704.074,71.229,29.682,0,0,3,0,88,86.147,0,0.000,98,0,0.142,0.000
88,2,"SW3",1,3,41,0.333,0.082,1045.896,30.737,18.593,0,0,0,27,84,79.333,7,4.415,3,41,0.000,0.000
88,2,"SW3",2,54,46,0.827,0.690,1750.269,7.880,6.895,0,4,1,19,68,30.519,25,9.174,16,24,0.171,0.117
88,2,"SW3",3,99,84,1.909,0.746,1594.666,6.546,6.454,3,6,0,30,82,26.354,26,10.726,16,36,0.216,0.130
88,2,"SW3",4,160,47,0.922,2.179,11219.475,12.864,7.552,0,7,2,16,84,35.025,24,8.277,32,20,0.231,0.146
88,2,"SW3",5,72,63,2.749,1.736,20991.994,17.893,8.052,2,4,0,15,88,34.806,18,6.746,9,37,0.339,0.120
89,0,"SW1",1,343,0,27.836,24.742,815853.634,72.250,30.024,0,0,3,0,89,87.172,0,0.000,39,0,0.222,0.000
89,1,"SW2",1,274,0,19.088,19.766,656053.442,72.233,30.154,0,0,4,0,89,87.172,0,0.000,63,0,0.184,0.000
89,2,"SW3",1,3,0,0.328,0.082,1045.986,30.737,18.596,0,0,0,41,85,80.333,0,0.000,3,0,0.000,0.000
89,2,"SW3",2,52,22,0.791,0.689,1796.833,8.190,7.173,0,0,2,24,69,31.558,25,10.682,38,22,0.066,0.046
89,2,"SW3",3,98,51,1.645,0.762,1650.830,6.686,6.668,1,1,2,33,83,27.276,27,11.431,44,38,0.112,0.087
89,2,"SW3",4,157,27,0.824,2.170,11170.213,13.064,7.707,0,0,3,20,85,35.911,19,9.407,52,21,0.167,0.081
89,2,"SW3",5,68,45,2.396,1.645,19101.941,18.041,8.247,0,5,4,23,89,35.471,19,7.711,11,24,0.256,0.124
90,0,"SW1",1,341,0,28.404,24.889,828385.060,72.996,30.025,0,0,2,0,90,88.176,0,0.000,66,0,0.196,0.000
90,1,"SW2",1,272,0,15.757,19.896,667818.148,73.113,30.160,0,0,2,0,90,88.180,0,0.000,50,0,0.222,0.000
90,2,"SW3",1,3,0,0.328,0.082,1046.048,30.737,18.598,0,0,0,0,86,81.333,0,0.000,3,0,0.000,0.000
90,2,"SW3",2,51,27,0.810,0.693,1862.426,8.412,7.217,1,7,2,1,70,32.255,26,8.444,24,18,0.129,0.096
90,2,"SW3",3,93,47,1.572,0.741,1645.373,6.793,6.796,0,0,5,4,84,28.376,28,12.574,93,47,0.000,0.000
90,2,"SW3",4,153,37,0.868,2.198,11616.582,13.614,7.858,0,10,4,0,86,37.118,20,7.865,34,19,0.182,0.139
90,2,"SW3",5,68,60,2.405,1.685,19587.756,18.446,8.244,1,28,1,12,90,36.353,20,5.167,10,17,0.264,0.212
91,0,"SW1",1,339,0,29.257,25.065,842823.430,73.825,30.027,0,0,2,0,91,89.198,0,0.000,55,0,0.213,0.000
91,1,"SW2",1,271,0,21.308,20.102,687780.271,74.010,30.641,0,0,1,0,91,89.188,0,0.000,55,0,0.238,0.000
91,2,"SW3",1,3,23,0.333,0.083,1067.098,31.029,18.630,0,24,0,1,87,82.333,1,1.000,0,0,0.113,0.132
91,2,"SW3",2,49,32,0.858,0.706,2001.710,8.961,7.469,0,10,2,5,71,33.469,27,7.406,6,2,0.223,0.241
91,2,"SW3",3,94,49,2.137,0.786,1760.139,7.026,6.679,3,20,2,15,85,29.202,22,9.102,7,1,0.240,0.212
91,2,"SW3",4,150,43,0.915,2.243,12348.806,14.219,8.008,1,14,4,7,87,38.093,21,6.581,17,3,0.284,0.262
91,2,"SW3",5,66,79,2.560,1.744,20423.256,19.570,8.511,0,25,2,6,91,37.394,21,4.367,6,14,0.387,0.324
92,0,"SW1",1,337,0,30.086,25.228,856726.604,74.630,30.028,0,0,2,0,92,90.199,0,0.000,69,0,0.205,0.000
92,1,"SW2",1,268,0,17.522,20.117,694628.949,74.782,30.652,0,0,3,0,92,90.201,0,0.000,74,0,0.183,0.000
92,2,"SW3",1,2,22,0.184,0.046,505.297,26.729,17.595,0,0,1,1,85,81.000,2,2.000,2,22,0.000,0.000
92,2,"SW3",2,48,42,0.823,0.721,2129.942,9.373,7.763,0,10,1,0,72,34.333,28,6.643,17,10,0.172,0.197
92,2,"SW3",3,93,61,1.959,0.812,1862.810,7.233,7.090,1,14,2,1,86,30.118,23,7.951,20,20,0.156,0.164
92,2,"SW3",4,148,61,0.883,2.295,13211.943,14.794,8.265,0,19,2,1,88,39.189,22,5.639,26,15,0.260,0.235
92,2,"SW3",5,66,87,2.561,1.811,21465.314,20.269,8.799,0,12,0,4,92,38.394,22,4.828,9,23,0.362,0.279
